access,capacity0,capacity1,reuse distance for all0,reuse distance for all1,eviction0,eviction1
710,0,0,0,0,22,12
711,0,0,3,0,6,6
712,0,0,6,0,32,6
713,0,0,3,0,33,6
714,0,0,0,0,33,3
715,0,0,0,0,58,3
716,0,0,3,0,55,3
717,0,0,0,0,55,0
718,0,0,3,0,35,0
719,0,0,0,0,54,3
720,0,1,6,0,80,0
721,0,0,0,0,50,0
722,0,0,0,0,50,0
723,0,0,3,0,24,0
724,0,0,0,0,19,39
725,0,0,3,0,28,3
726,0,1,3,0,13,0
727,0,0,3,0,60,9
728,0,0,3,0,24,3
729,0,0,3,0,9,9
730,0,0,0,0,31,3
731,0,0,0,0,42,6
732,0,0,0,0,64,6
733,0,0,0,0,46,3
734,0,0,0,0,18,6
735,0,0,0,0,20,9
736,0,0,0,0,24,12
737,0,0,0,0,16,6
738,0,0,3,0,20,3
739,0,0,0,0,43,6
740,0,0,6,0,30,3
741,0,0,6,0,18,3
742,0,0,3,0,43,0
743,0,0,6,0,22,9
744,0,0,0,0,55,0
745,0,0,0,0,61,3
746,0,0,0,0,20,9
747,0,0,3,0,5,6
748,0,0,0,0,11,6
749,0,0,0,0,17,3
750,0,0,0,0,22,6
751,0,0,3,0,24,3
752,0,0,0,0,21,3
753,0,0,6,0,46,3
754,0,0,3,0,50,9
755,0,0,0,0,14,3
756,0,0,0,0,13,3
757,0,0,0,0,23,3
758,0,0,0,0,53,0
759,0,0,3,0,39,6
760,0,0,3,0,7,15
761,0,0,9,0,13,6
762,0,0,0,0,10,3
763,0,0,0,0,14,12
764,0,0,0,0,25,3
765,0,0,0,0,18,0
766,0,0,0,0,16,6
767,0,0,0,0,10,6
768,0,0,0,0,26,9
769,0,0,0,0,22,6
770,0,0,3,0,15,6
771,0,0,0,0,15,0
772,0,0,3,0,21,3
773,0,0,6,0,31,12
774,0,0,6,0,7,12
775,0,0,0,0,19,9
776,0,0,0,0,10,3
777,0,0,0,0,5,12
778,0,0,3,0,11,3
779,0,0,3,0,27,9
780,0,0,0,0,10,3
781,0,0,0,0,33,9
782,0,0,0,0,13,3
783,0,0,3,0,18,0
784,0,0,3,0,13,9
785,0,0,0,0,27,6
786,0,0,3,0,26,3
787,0,0,0,0,39,18
788,0,0,0,0,31,6
789,0,0,0,0,29,9
790,0,0,3,0,40,9
