access,reuse distance for all0,reuse distance for all1
271,1,61
272,6,48
273,1,62
274,4,97
275,6,54
276,3,95
277,3,61
278,1,67
279,1,123
280,0,86
281,1,103
282,1,75
283,2,63
284,1,73
285,0,34
286,0,54
287,0,71
288,0,63
289,0,46
290,0,79
291,0,101
292,1,100
293,0,73
294,1,74
295,1,101
296,1,76
297,0,40
298,0,133
299,0,50
300,0,62
301,2,99
302,0,83
303,1,51
304,0,95
305,0,87
306,0,63
307,0,70
308,0,49
309,0,62
310,0,90
311,0,43
312,2,59
313,1,75
314,1,95
315,0,66
316,0,45
317,1,61
318,0,85
319,1,65
320,0,85
321,1,44
322,1,137
323,2,45
324,0,33
325,1,80
326,0,45
327,0,106
328,1,138
329,1,127
330,1,76
331,0,67
332,1,99
333,1,36
334,0,121
335,0,92
336,1,78
337,0,55
338,0,61
339,0,38
340,1,60
341,0,50
342,0,58
343,0,36
344,0,60
345,0,50
346,1,37
347,0,44
348,1,59
349,0,51
350,0,39
351,0,28
352,0,60
353,0,24
354,0,35
355,0,36
356,0,59
357,1,53
358,0,43
359,0,66
360,1,43
361,0,22
362,0,27
363,1,13
364,0,47
365,1,81
366,0,72
367,0,64
368,0,48
369,0,71
370,0,67
371,1,64
372,0,24
373,1,47
374,0,40
375,1,58
376,2,56
377,1,49
378,1,52
379,0,53
380,0,13
381,0,20
382,1,29
383,0,21
384,0,33
385,0,53
386,0,104
387,0,36
388,1,53
389,0,23
390,0,36
391,0,81
392,1,84
393,0,44
394,0,47
395,2,41
396,0,53
397,0,53
398,1,61
399,0,42
400,0,47
401,0,32
402,0,79
403,1,63
404,0,46
405,1,52
406,0,26
407,1,57
408,1,55
409,1,58
410,0,140
411,0,62
412,0,76
413,0,29
414,0,50
415,0,65
416,2,77
417,0,66
418,1,42
419,2,44
420,2,49
421,1,16
422,2,42
423,0,48
424,1,17
425,1,20
426,0,22
427,1,32
428,0,47
429,0,27
430,0,22
431,0,12
432,0,58
433,0,27
434,0,15
435,0,28
436,0,35
437,0,68
438,1,53
439,0,56
440,0,29
441,0,46
442,0,27
443,0,32
444,1,33
445,0,56
446,0,42
447,0,19
448,0,44
449,0,51
450,1,40
451,0,32
452,0,22
453,1,32
454,0,22
455,0,28
456,0,24
457,0,25
458,0,31
459,0,52
460,1,14
461,0,16
462,0,55
463,1,100
464,1,51
465,0,26
466,0,22
467,1,19
468,0,11
469,0,26
470,0,21
471,0,29
472,0,23
473,0,21
474,0,30
475,0,81
476,1,65
477,0,17
478,0,22
479,0,18
480,0,14
481,0,17
482,0,8
483,0,8
484,0,24
485,0,19
486,0,48
487,0,25
488,0,13
489,0,12
490,0,52
491,0,19
492,0,30
493,0,28
494,0,42
495,0,8
496,0,53
497,1,66
498,1,46
499,1,60
500,1,34
501,0,19
502,0,49
503,0,31
504,0,30
505,1,49
506,0,24
507,0,24
508,0,20
509,0,36
510,0,14
511,0,34
512,0,10
513,0,22
514,0,29
515,0,36
516,0,6
517,0,26
518,0,11
519,0,10
520,0,18
521,0,15
522,0,42
523,0,82
524,0,47
525,0,34
526,0,32
527,0,41
528,0,37
529,0,12
530,0,8
531,0,21
532,0,29
533,0,36
534,0,27
535,1,19
536,0,17
537,0,28
538,0,75
539,0,72
540,2,13
541,0,88
542,0,28
543,0,23
544,1,33
545,0,30
546,0,19
547,0,33
548,0,7
549,0,7
550,0,49
551,0,62
552,0,15
553,0,40
554,0,14
555,0,14
556,1,69
557,0,37
558,0,15
559,0,17
560,0,28
561,0,20
562,0,67
563,0,23
564,0,22
565,0,18
566,0,21
567,0,22
568,0,22
569,0,18
570,0,10
571,0,10
572,0,2
573,0,4
574,0,9
575,0,6
576,1,7
577,0,14
578,1,2
579,0,16
580,0,14
581,0,7
582,0,8
583,1,5
584,1,4
585,0,3
586,1,14
587,0,7
588,1,24
589,0,16
590,1,12
591,0,16
592,5,10
593,2,5
594,5,9
595,2,8
596,0,31
597,2,11
598,3,6
599,1,3
600,0,14
601,0,79
602,1,10
603,0,31
604,1,12
605,2,0
606,0,17
607,0,6
608,0,15
609,0,2
610,0,1
611,0,12
612,0,3
613,0,9
614,0,7
615,0,3
616,0,5
617,0,6
618,0,5
619,0,6
620,0,6
621,0,6
622,0,1
623,0,4
624,0,2
625,1,21
626,0,6
627,0,4
628,0,12
629,0,9
630,1,14
631,0,7
632,1,1
633,0,1
634,0,10
635,0,3
636,0,10
637,0,5
638,0,7
639,0,1
640,0,0
641,0,4
642,0,9
643,0,6
644,1,4
645,1,12
646,0,2
647,1,0
648,0,4
649,0,20
650,0,17
651,0,21
652,0,3
653,0,4
654,0,6
655,0,10
656,0,30
657,0,12
658,0,7
659,0,3
660,1,3
661,0,4
662,0,4
663,0,7
664,1,3
665,0,11
666,0,13
667,0,9
668,0,4
669,0,4
670,0,4
671,0,1
672,0,4
673,0,4
674,0,9
675,0,19
676,0,10
677,0,4
678,0,5
679,0,7
680,0,15
681,0,2
682,0,3
683,0,2
684,0,5
685,0,4
686,0,3
687,0,4
688,0,3
689,0,3
690,1,4
691,0,5
692,0,2
693,1,1
694,0,15
695,0,5
696,0,1
697,0,4
698,0,2
699,0,2
700,0,1
701,0,4
702,0,5
703,0,5
704,0,9
705,1,2
706,0,4
707,0,3
708,0,5
709,0,6
710,0,1
711,0,6
712,0,3
713,0,1
714,0,3
715,0,5
716,0,16
717,0,6
718,0,6
719,0,3
720,0,2
721,0,3
722,0,8
723,1,12
724,0,8
725,0,4
726,0,1
727,0,1
728,0,18
729,0,1
730,0,4
731,0,5
732,0,9
733,1,7
734,0,6
735,0,5
736,0,0
737,0,4
738,0,3
739,0,0
740,0,5
741,0,2
742,0,1
743,0,1
744,0,3
745,0,4
746,1,2
747,0,2
748,0,7
749,0,2
750,0,0
751,0,2
752,1,6
753,0,4
754,0,8
755,0,15
756,0,2
757,0,10
758,0,8
759,0,3
760,0,1
761,0,1
762,0,0
763,0,2
764,0,0
765,0,3
766,0,3
767,0,2
768,0,2
769,0,3
770,0,1
771,0,1
772,0,2
773,0,0
774,0,4
775,0,2
776,0,11
777,0,2
778,0,2
779,0,2
780,0,2
781,0,4
782,0,8
783,0,5
784,0,1
785,0,0
786,0,3
787,0,1
788,0,1
789,0,2
790,0,1
791,0,2
792,0,15
793,0,10
794,0,1
795,0,6
796,0,7
797,0,11
798,0,10
799,0,4
800,0,1
801,0,9
802,0,8
803,0,4
804,0,2
805,0,12
806,0,9
807,0,16
808,0,6
809,0,1
810,0,9
811,0,1
812,0,2
813,0,0
814,0,2
815,0,2
816,0,0
817,0,3
818,0,1
819,0,0
820,0,9
821,0,8
822,1,13
823,0,0
824,1,2
825,0,0
826,0,0
827,0,2
828,0,0
829,0,1
830,0,4
831,0,2
832,0,7
833,0,4
834,0,0
835,0,1
836,0,0
837,0,0
838,0,0
839,0,2
840,0,3
841,0,0
842,0,5
843,0,0
844,0,0
845,0,0
846,0,2
847,0,6
848,0,10
849,0,0
850,0,0
851,0,1
852,0,2
853,0,0
854,0,1
855,0,3
856,0,1
857,0,0
858,0,0
859,0,1
860,0,0
861,0,1
862,0,0
863,0,2
864,0,0
865,0,2
866,0,1
867,0,2
868,0,0
869,1,0
870,0,3
871,0,9
872,0,5
873,0,5
874,0,0
875,0,1
876,0,2
877,0,2
878,0,0
879,0,0
880,0,0
881,1,0
882,0,0
883,0,0
884,0,0
885,0,0
886,0,0
887,0,0
888,0,1
889,0,2
890,0,1
891,0,0
892,1,0
893,0,2
894,0,0
895,0,0
896,0,1
897,0,0
898,0,0
899,0,0
900,0,0
901,0,1
902,0,0
903,0,0
904,0,0
905,0,1
906,0,1
907,0,0
908,0,1
909,0,0
910,0,2
911,0,0
912,0,0
913,0,1
914,0,1
915,0,1
916,0,0
917,0,1
918,0,0
919,0,1
920,0,0
921,0,1
922,0,3
923,0,1
924,0,5
925,0,1
926,0,0
927,0,0
928,0,0
929,0,0
930,0,0
931,0,0
932,0,0
933,0,1
934,0,1
935,0,1
936,0,1
937,0,0
938,1,1
939,0,0
940,0,0
941,0,0
942,0,0
943,0,1
944,0,0
945,0,0
946,0,0
947,0,1
948,0,1
949,0,0
950,0,0
951,0,1
952,0,0
953,0,0
954,0,0
955,0,0
956,0,0
957,0,0
958,1,0
959,0,0
960,0,0
961,0,1
962,0,0
963,0,1
964,0,0
965,0,0
966,0,1
967,0,0
968,0,0
969,0,0
970,0,0
971,0,0
972,0,0
973,0,0
974,0,0
975,0,0
976,0,0
977,0,0
978,0,0
979,0,1
980,0,0
981,0,0
982,0,0
983,0,0
984,0,0
985,0,0
986,0,0
987,0,0
988,0,0
989,0,0
990,0,0
991,0,0
992,0,0
993,0,0
994,0,0
995,0,0
996,0,0
997,0,0
998,0,0
999,0,0
1000,0,0
1001,0,0
1002,0,0
1003,0,0
1004,0,1
1005,0,3
1006,0,0
1007,0,0
1008,0,0
1009,0,0
1010,0,0
1011,0,0
1012,0,0
1013,0,0
1014,0,0
1015,0,0
1016,0,0
1017,0,0
1018,0,0
1019,0,0
1020,0,0
1021,0,0
1022,0,0
1023,0,0
1024,9,102
